         1331522 function calls (1305160 primitive calls) in 1.307 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/core/decorators.py:123(sympify_method_args)
       56    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/utilities/decorator.py:233(memoize_property)
        6    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_library/fake_impl.py:34(register)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/matrices/expressions/hadamard.py:1(<module>)
      791    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/scipy/stats/_axis_nan_policy.py:58(_broadcast_shapes)
      108    0.000    0.000    0.000    0.000 {built-in method torch.empty}
      100    0.000    0.000    0.000    0.000 {method 'random_' of 'torch._C.TensorBase' objects}
        6    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/printing/printer.py:424(decorator)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/onnx/_internal/torchscript_exporter/_type_utils.py:67(JitScalarType)
      934    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:67(_relax_case)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/scipy/_lib/_util.py:989(wrapper)
        8    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.14/lib/python3.14/typing.py:1111(_generic_class_getitem)
      213    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/mpmath/ctx_fp.py:51(_wrap_specfun)
       21    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.14/lib/python3.14/_py_warnings.py:736(__call__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:200(_write_atomic)
      376    0.000    0.000    0.000    0.000 {method 'detach' of 'torch._C.TensorBase' objects}
      382    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/onnx/_internal/torchscript_exporter/registration.py:154(add)
      206    0.000    0.000    0.000    0.000 <frozen os>:704(__getitem__)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/scipy/stats/_stats_py.py:7985(ks_2samp)
      802    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
       77    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.14/lib/python3.14/enum.py:927(_get_mixins_)
        6    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/printing/printer.py:392(__init__)
      224    0.000    0.000    0.000    0.000 {built-in method torch._C._get_schema}
       14    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.14/lib/python3.14/annotationlib.py:633(call_annotate_function)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/core/add.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/polyfills/struct.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/distributed/fsdp/_debug_utils.py:1(<module>)
      389    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.14/lib/python3.14/enum.py:745(__delattr__)
        2    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/utils/_sympy/functions.py:1387(make_opaque_bitwise_fn)
      807    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.14/lib/python3.14/dataclasses.py:527(_field_assign)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/matrices/expressions/permutation.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method posix.open}
      261    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.14/lib/python3.14/functools.py:553(lru_cache)
      802    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:602(__init__)
      791    0.000    0.000    0.000    0.000 {method '__enter__' of '_io._IOBase' objects}
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/variables/tensor.py:134(TensorVariable)
      205    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.14/lib/python3.14/re/_parser.py:372(_escape)
      163    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.14/lib/python3.14/inspect.py:2394(_descriptor_get)
       74    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.14/lib/python3.14/pathlib/__init__.py:346(drive)
       10    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/core/symbol.py:654(symbols)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.14/lib/python3.14/enum.py:823(_create_)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/mpmath/libmp/backend.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/matrices/expressions/matadd.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/numpy/_core/_ufunc_config.py:472(inner)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/polys/polyerrors.py:1(<module>)
     2275    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/core/containers.py:1(<module>)
       47    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_numpy/_ufuncs.py:289(deco_unary_ufunc)
      387    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.14/lib/python3.14/typing.py:1198(_is_dunder)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/variables/builtin.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/variables/torch.py:1(<module>)
      347    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/printing/pretty/pretty_symbology.py:10(U)
       18    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.14/lib/python3.14/typing.py:1982(__init__)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/external/importtools.py:1(<module>)
       28    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/library.py:666(wrap)
        3    0.000    0.000    0.000    0.000 {method 'sum' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_numpy/_dtypes.py:1(<module>)
        6    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/distributed/_shard/sharded_tensor/_ops/init.py:126(register_tensor_creation_op)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_numpy/linalg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/assumptions/relation/binrel.py:1(<module>)
        3    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/numpy/_core/_methods.py:49(_sum)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/distributed/fsdp/_debug_utils.py:22(SimpleProfiler)
      253    0.000    0.000    0.000    0.000 <frozen abc>:146(update_abstractmethods)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/distributed/_composable/contract.py:1(<module>)
      803    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
       70    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.14/lib/python3.14/logging/__init__.py:1410(_fixupParents)
       15    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/trace_rules.py:3337(_strip_init_py)
      126    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/trace_rules.py:3099(__call__)
      200    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/utils/_foreach_utils.py:14(_get_fused_kernels_supported_devices)
       34    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/trace_rules.py:3119(remove)
        4    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/nn/init.py:511(kaiming_uniform_)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/distributed/nn/functional.py:1(<module>)
      201    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/nn/modules/container.py:237(__iter__)
       70    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
     1085    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.14/lib/python3.14/dataclasses.py:704(_is_initvar)
       29    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/nn/modules/module.py:1968(__setattr__)
      302    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/utils/data/dataset.py:209(__len__)
      203    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.14/lib/python3.14/enum.py:810(__setattr__)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/polys/domains/gaussiandomains.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/tensor/array/array_comprehension.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/distributed/algorithms/_checkpoint/checkpoint_wrapper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/printing/numpy.py:1(<module>)
     2690    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/parsing/sympy_parser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/polyfills/functools.py:1(<module>)
     1203    0.000    0.000    0.000    0.000 {built-in method torch._C._has_torch_function_unary}
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/polys/domains/gmpyintegerring.py:1(<module>)
       41    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/core/decorators.py:110(priority_decorator)
      314    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/core/function.py:152(<lambda>)
      569    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/utils/_config_module.py:305(__init__)
       17    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.14/lib/python3.14/typing.py:1828(_get_protocol_attrs)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/utils/_sympy/symbol.py:22(SymT)
      376    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.14/lib/python3.14/enum.py:57(_is_sunder)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/matrices/kind.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/distributed/fsdp/_exec_order_utils.py:1(<module>)
      802    0.000    0.000    0.000    0.000 {built-in method _imp.find_frozen}
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/variables/lazy.py:217(_populate)
